plot_cn,SPCD,species_name,scientific_name,tree_count,avg_dia,max_dia,avg_ht,total_carbon,trees_5plus_inches,state
1207,15,white fir,Abies concolor,10,17.080000000000002,24.4,86.2,8853.093572,10,OR
1207,122,ponderosa pine,Pinus ponderosa,2,23.35,23.7,109.0,4230.550908,2,OR
1207,202,Douglas-fir,Pseudotsuga menziesii,19,14.442105263157893,27.3,81.0,18395.955306,16,OR
1248,122,ponderosa pine,Pinus ponderosa,4,29.825,30.6,84.0,10903.999211,4,OR
1248,815,Oregon white oak,Quercus garryana,1,6.5,6.5,27.0,96.016397,1,OR
1248,818,California black oak,Quercus kelloggii,1,6.5,6.5,26.0,80.453344,1,OR
12898555010497,11,Pacific silver fir,Abies amabilis,4,24.25,40.1,91.25,11084.962522,4,OR
12898555010497,22,noble fir,Abies procera,10,38.2,47.1,162.3,80899.293344,10,OR
12898555010497,93,Engelmann spruce,Picea engelmannii,2,30.7,31.4,102.5,5067.245942,2,OR
12898555010497,263,western hemlock,Tsuga heterophylla,2,31.099999999999998,34.3,126.0,8121.340103,2,OR
1303,64,western juniper,Juniperus occidentalis,6,20.533333333333335,29.8,48.5,48.222992,6,OR
1303,122,ponderosa pine,Pinus ponderosa,1,2.3,2.3,10.0,2.538341,0,OR
1303,202,Douglas-fir,Pseudotsuga menziesii,1,12.0,12.0,47.0,279.800705,1,OR
13231870010497,15,white fir,Abies concolor,7,19.942857142857143,32.8,102.28571428571429,16229.712361,7,OR
13231870010497,119,western white pine,Pinus monticola,5,18.54,42.8,92.0,12329.327503999999,5,OR
13231870010497,202,Douglas-fir,Pseudotsuga menziesii,10,22.630000000000003,40.5,107.3,27395.432361,10,OR
13231870010497,263,western hemlock,Tsuga heterophylla,1,25.5,25.5,86.0,1926.717786,1,OR
174763181020004,15,white fir,Abies concolor,1,5.0,5.0,31.0,24.752391,1,OR
174763181020004,21,Shasta red fir,Abies shastensis,39,24.33076923076923,52.0,108.64102564102564,106541.45837000001,39,OR
174763700020004,15,white fir,Abies concolor,17,20.38235294117647,31.9,78.3529411764706,29466.304977,17,OR
174763700020004,122,ponderosa pine,Pinus ponderosa,21,13.390476190476189,37.7,70.0952380952381,22941.501510000002,20,OR
193209003020004,17,grand fir,Abies grandis,11,18.045454545454547,34.8,86.81818181818181,15204.472195,11,OR
193209003020004,22,noble fir,Abies procera,2,24.4,39.1,106.5,7674.20061,2,OR
193209003020004,202,Douglas-fir,Pseudotsuga menziesii,5,28.26,46.7,123.0,15613.888254,5,OR
216960053020004,202,Douglas-fir,Pseudotsuga menziesii,24,24.599999999999998,40.2,153.66666666666666,95299.89585,24,OR
216960053020004,263,western hemlock,Tsuga heterophylla,6,10.049999999999999,14.9,61.5,1828.235841,6,OR
22824749010497,11,Pacific silver fir,Abies amabilis,13,9.061538461538461,14.4,47.76923076923077,2836.4043,12,OR
22824749010497,93,Engelmann spruce,Picea engelmannii,9,11.344444444444443,25.5,62.22222222222222,3857.6718,9,OR
22824749010497,108,lodgepole pine,Pinus contorta,10,11.129999999999999,18.3,65.0,4320.671836,10,OR
22824749010497,264,mountain hemlock,Tsuga mertensiana,32,8.365625,18.7,38.53125,6269.56237,24,OR
22825797010497,19,subalpine fir,Abies lasiocarpa,1,10.5,10.5,47.0,199.79285,1,OR
22825797010497,108,lodgepole pine,Pinus contorta,26,7.842307692307693,13.4,50.5,4337.366529,24,OR
22825797010497,264,mountain hemlock,Tsuga mertensiana,20,8.53,12.7,43.95,3551.201282,19,OR
22931988010497,15,white fir,Abies concolor,1,10.9,10.9,28.0,82.964279,1,OR
22931988010497,21,Shasta red fir,Abies shastensis,43,13.63720930232558,33.5,39.74418604651163,23635.152082,41,OR
22932742010497,17,grand fir,Abies grandis,17,9.200000000000001,24.7,51.294117647058826,5880.548769999999,14,OR
22932742010497,119,western white pine,Pinus monticola,2,9.2,11.3,59.0,355.657781,2,OR
22932742010497,122,ponderosa pine,Pinus ponderosa,1,23.2,23.2,76.0,1669.395479,1,OR
22932742010497,202,Douglas-fir,Pseudotsuga menziesii,7,13.971428571428572,26.3,69.85714285714286,5518.044886,7,OR
22932742010497,321,Rocky Mountain maple,Acer glabrum,2,11.1,12.2,41.5,258.734177,2,OR
22953739010497,15,white fir,Abies concolor,41,14.290243902439023,33.8,69.92682926829268,59209.572005,38,OR
22953739010497,21,Shasta red fir,Abies shastensis,2,4.85,5.0,26.0,55.10438,1,OR
22953739010497,117,sugar pine,Pinus lambertiana,4,58.75,71.5,161.25,75668.389948,4,OR
22953739010497,119,western white pine,Pinus monticola,1,31.5,31.5,192.0,5641.056216,1,OR
22953739010497,202,Douglas-fir,Pseudotsuga menziesii,1,72.3,72.3,185.0,30197.150672,1,OR
238861343489998,15,white fir,Abies concolor,13,15.023076923076925,34.6,59.23076923076923,14259.519791,12,OR
238861343489998,117,sugar pine,Pinus lambertiana,1,30.8,30.8,116.0,3520.347961,1,OR
238861343489998,122,ponderosa pine,Pinus ponderosa,2,8.65,10.1,35.0,288.321059,2,OR
238861343489998,202,Douglas-fir,Pseudotsuga menziesii,5,8.2,11.7,45.4,759.943509,5,OR
238861741489998,15,white fir,Abies concolor,1,26.5,26.5,102.0,2778.493368,1,OR
238861741489998,122,ponderosa pine,Pinus ponderosa,6,8.9,12.9,32.666666666666664,1073.578596,5,OR
238861741489998,202,Douglas-fir,Pseudotsuga menziesii,1,24.8,24.8,125.0,2525.735658,1,OR
238861758489998,202,Douglas-fir,Pseudotsuga menziesii,10,46.04,64.1,178.1,113849.24775499999,10,OR
238861758489998,242,western redcedar,Thuja plicata,15,20.959999999999997,46.9,95.33333333333333,24335.739097,15,OR
238861758489998,263,western hemlock,Tsuga heterophylla,9,11.88888888888889,32.8,63.44444444444444,7230.528633999999,8,OR
24023657010900,108,lodgepole pine,Pinus contorta,71,4.170422535211268,11.3,29.633802816901408,4200.008672,32,OR
24024664010900,17,grand fir,Abies grandis,41,14.207317073170731,38.6,58.78048780487805,46786.095195,34,OR
24054871010900,21,Shasta red fir,Abies shastensis,30,8.273333333333333,16.2,38.1,3998.985362,30,OR
24054871010900,108,lodgepole pine,Pinus contorta,1,2.9,2.9,12.0,7.037361,0,OR
24058561010900,73,western larch,Larix occidentalis,10,11.430000000000001,19.1,79.9,4415.504763,10,OR
24058561010900,108,lodgepole pine,Pinus contorta,2,7.85,9.7,52.0,335.690213,2,OR
24058561010900,122,ponderosa pine,Pinus ponderosa,10,18.14,32.0,78.5,18770.982988,8,OR
24058561010900,202,Douglas-fir,Pseudotsuga menziesii,1,5.9,5.9,24.0,37.802693,1,OR
24354278010900,19,subalpine fir,Abies lasiocarpa,1,1.7,1.7,12.0,2.298252,0,OR
24354278010900,73,western larch,Larix occidentalis,1,27.5,27.5,114.0,2790.180849,1,OR
24354278010900,108,lodgepole pine,Pinus contorta,2,8.6,9.9,69.5,453.850012,2,OR
24386303010900,15,white fir,Abies concolor,53,18.967924528301886,31.3,102.09433962264151,120298.574155,53,OR
24386303010900,122,ponderosa pine,Pinus ponderosa,2,35.3,40.7,115.5,12065.061828,2,OR
24388585010900,21,Shasta red fir,Abies shastensis,33,15.766666666666666,47.9,75.57575757575758,35636.711733000004,33,OR
24388585010900,108,lodgepole pine,Pinus contorta,8,10.7625,13.6,75.75,3030.87747,8,OR
24388585010900,119,western white pine,Pinus monticola,2,14.100000000000001,16.3,96.5,1197.929724,2,OR
24388585010900,264,mountain hemlock,Tsuga mertensiana,19,11.305263157894737,22.1,57.73684210526316,8339.025527,19,OR
24423443010900,15,white fir,Abies concolor,33,10.73030303030303,25.1,76.45454545454545,15608.417645,33,OR
24423443010900,117,sugar pine,Pinus lambertiana,1,14.2,14.2,90.0,530.799208,1,OR
24423443010900,202,Douglas-fir,Pseudotsuga menziesii,9,12.533333333333333,23.9,73.33333333333333,5558.483567,9,OR
24444602010900,64,western juniper,Juniperus occidentalis,5,18.88,30.2,41.4,3716.3374200000003,5,OR
24444602010900,122,ponderosa pine,Pinus ponderosa,8,14.35,25.4,48.375,5043.703820000001,8,OR
